	wmo	lat	lon	station	date_min	date_max
3302	75853	 999.9999	 999.9999	(made up station ID) Camp Shilo area Site 3, Manitoba	1963-11-29 00:00:00	1963-11-29 00:00:00
3303	75854	 999.9999	 999.9999	(made up station ID) Camp Shilo area Site 4, Manitoba	1963-11-29 00:00:00	1963-11-29 00:00:00
3304	75865	  52.05	-104.40	(made up station ID) Quill Lake BOREAS site, Saskatchewan, Canada	1993-08-16 00:00:00	1993-08-20 00:00:00
3305	75870	  51.81	-116.58	"(made up station ID) ""CABP"" Bow Pass LIMEX site, Alberta, Canada"	1985-07-08 00:00:00	1985-07-23 00:00:00
3306	75871	  52.34	-115.65	"(made up station ID) ""CARL"" Ram Lookout East LIMEX site, Alberta, Canada"	1985-07-08 00:00:00	1985-07-23 00:00:00
3307	75872	  51.95	-115.48	"(made up station ID) ""CLMW"" Limestone Mountain West LIMEX site, Alberta, Canada"	1980-07-15 00:00:00	1985-07-23 00:00:00
3308	75873	  51.66	-115.29	"(made up station ID) ""CAML"" Mountain Aire Lodge LIMEX site, Alberta, Canada"	1985-07-08 00:00:00	1985-07-23 00:00:00
3309	75874	  51.98	-115.00	"(made up station ID) ""JRR"" James River Ranger LIMEX site, Alberta, Canada"	1985-07-08 00:00:00	1985-07-23 00:00:00
3310	75875	  52.03	-114.42	"(made up station ID) ""CACR"" Caroline LIMEX site, Alberta, Canada"	1985-07-08 00:00:00	1985-07-23 00:00:00
3311	75876	  51.66	-114.51	"(made up station ID) ""CAEL"" Elkton LIMEX site, Alberta, Canada"	1985-07-08 00:00:00	1985-07-23 00:00:00
3312	75877	  51.08	-114.13	"(made up station ID) ""CAYC"" University of Calgary LIMEX site, Alberta, Canada"	1982-07-01 00:00:00	1985-07-23 00:00:00
3313	75878	  52.18	-113.90	"(made up station ID) ""CAQF"" Red Deer LIMEX site, Alberta, Canada"	1980-07-15 00:00:00	1985-07-23 00:00:00
3314	75891	  49.2262	-123.0785	(made up station ID) Vancouver - Mainwaring Substation, BC, Canada Mini-T-Sondes	1978-07-16 00:00:00	1978-08-08 00:00:00
3315	75892	  49.2262	-123.0784	(made up station ID) Vancouver - Mainwaring Substation, BC, Canada Mini-T-Sondes	1978-07-16 00:00:00	1978-07-16 00:00:00
3316	75917	  79.99	 -85.93	(made up station ID) Eureka - wind profiler, Nunavut, Canada	1999-04-01 00:00:00	1999-04-01 00:00:00
3317	75928	  52.43	-114.92	"(made up station ID) ""CARM"" Rocky Mountain House LIMEX site, Alberta, Canada"	1980-07-15 00:00:00	1985-07-23 00:00:00
3318	76061	  31.31	-113.55	Puerto Penasco - Rocky Point (Mexican Naval Facility PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy])), Sonora, Mexico	1999-06-01 00:00:00	2002-03-01 00:00:00
3319	76062	  31.31	-113.55	Puerto Penasco - Rocky Point (Mexican Naval Facility PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy])), Sonora, Mexico	2002-05-01 00:00:00	2005-11-01 00:00:00
3320	76063	  31.292	-113.496	(made up station ID) Puerto Penasco - Centro de Estudios de Desiertos y Oceanos (CEDO) EMVER-93 pibal and radiosonde site, Sonora, Mexico	1993-06-15 00:00:00	2004-08-15 00:00:00
3321	76106	  20.93	 -89.68	Merida AP (Operated by Pan American Airways), Yucatan, Mexico	1938-01-01 00:00:00	1944-08-22 00:00:00
3322	76113	  30.78	-111.72	Altar, Sonora, Mexico	1990-07-05 00:00:00	1990-08-15 00:00:00
3323	76122	  30.42	-107.92	Nuevo Casas Grandes, Chihuahua, Mexico	1990-07-25 00:00:00	1993-08-01 00:00:00
3324	76151	  28.88	-118.30	Guadalupe Island, Baja California, Mexico	1972-03-07 00:00:00	1998-09-07 00:00:00
3325	76153	  29.92	-114.98	(made up station ID) San Agustin, Baja California, Mexico	1990-07-10 00:00:00	1990-08-15 00:00:00
3326	76180	  23.23	-106.42	[PXN] Mazatlan AP (Operated by Pan American Airways), Sinaloa, Mexico	1938-01-01 00:00:00	1947-12-31 00:00:00
3327	76181	  29.91	-112.70	(made up station ID) Puerto Libertad Power Plant, Sonora, Mexico	1993-07-01 00:00:00	1993-08-01 00:00:00
3328	76183	  29.73	-114.72	(made up station ID) Catavina, Baja California, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3329	76195	  29.10	-110.92	Hermosillo AP (Operated by Pan American Airways), Sonora, Mexico	1938-01-01 00:00:00	2004-09-01 00:00:00
3330	76200	  28.81	-111.93	"(made up station ID) ""MBKN"" Bahia de Kino Viejo / Kino Bay, Sonora, Mexico"	2004-07-03 00:00:00	2004-08-15 00:00:00
3331	76225	  28.63	-106.07	Chihuahua, Chihuahua, Mexico - NSSP pibals	1962-04-23 00:00:00	2006-11-03 00:00:00
3332	76250	  27.69	-114.89	"(made up station ID) Bahia Tortugas Escuela Primaria ""1 de Septiembre de 1982"", Baja California Sur, Mexico"	2004-06-01 00:00:00	2004-09-01 00:00:00
3333	76251	  27.64	-113.45	(made up station ID) Diaz Ordaz, Baja California Sur, Mexico	1990-07-11 00:00:00	1990-08-15 00:00:00
3334	76253	  27.33	-112.27	(assigned station ID) Santa Rosalia - Centro de Bachillerato Tecnologico Industrial y de Servicios 69 (CBTIS 69), Baja California Sur, Mexico	2004-06-01 00:00:00	2004-06-01 00:00:00
3335	76256	  27.95	-110.80	Empalme Observatorio, Sonora, Mexico	1972-03-13 00:00:00	1997-10-29 00:00:00
3336	76258	  27.45	-109.97	Ciudad Obregon, Sonora, Mexico	1990-07-10 00:00:00	1990-08-15 00:00:00
3337	76265	  27.843	-109.375	(made up station ID) Tesopaco / Rosaria - Colegio Juarez, Sonora, Mexico	1993-07-01 00:00:00	2004-09-28 00:00:00
3338	76280	  27.11	-104.91	(made up station ID) Ciudad Jiminez - Instituto Tecnologico de Ciudad Jimenez NAME pibal site, Chihuahua, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3339	76305	  26.01	-111.35	(assigned station ID) Loreto - Universidad Autonoma de Baja California Sur Campus Loreto NAME pibal site, Baja California Sur, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3340	76306	  26.02	-111.34	"(assigned station ID) ""MLOR"" Loreto North American Monsoon Experiment (NAME) GLASS site, Baja California Sur, Mexico"	2004-07-10 00:00:00	2004-08-15 00:00:00
3341	76308	  26.82	-109.62	(made up station ID) Huatabampo - Instituto Tecnologico de Huatabampo (ITHUA) NAME pibal site, Sonora, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3342	76311	  26.71	-108.33	(assigned station ID) Choix - Escuela Preparatoria Universidad Autonoma de Sinaloa NAME pibal site, Sinaloa, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3343	76323	  26.95	-105.62	Hidalgo del Parral, Chihuahua, Mexico	1990-07-26 00:00:00	1990-08-15 00:00:00
3344	76342	  26.90	-101.42	MMOV Monclova, Coahuila, Mexico - NSSP pibals	1962-04-23 00:00:00	1963-06-15 00:00:00
3345	76361	  25.80	-108.99	Los Mochis, Sinaloa, Mexico	1990-07-10 00:00:00	2002-05-09 00:00:00
3346	76370	  25.62	-109.05	Los Mochis (Topolobampo - Estacion de Investigacion Oceanografica) PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Sinaloa, Mexico	2002-05-01 00:00:00	2007-02-01 00:00:00
3347	76371	  25.69	-109.08	"(made up station ID) ""MLMM"" Los Mochis (Topolobampo AP NAME radiosonde site), Sinaloa, Mexico"	2004-07-06 00:00:00	2004-08-15 00:00:00
3348	76382	  25.53	-103.45	Torreon, Coahila, Mexico	1962-04-23 00:00:00	2004-10-29 00:00:00
3349	76384	  25.55	-103.54	(made up station ID) Torreon (Ciudad Lerdo - Instituto Tecnologico Superior de Lerdo NAME pibal site), Durango, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3350	76394	  25.87	-100.25	Monterrey - Del Norte AP, Nuevo Leon, Mexico	1972-04-10 00:00:00	1997-10-29 00:00:00
3351	76402	  25.01	-111.66	(assigned station ID) Ciudad Constitucion - Centro de Estudios Tecnologicos Industriales y de Servicios (CETIS #81) NAME pibal site, Baja California Sur, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3352	76404	  24.10	-110.32	(made up station ID) La Paz - Universidad Autonoma de Baja California Sur campus La Paz NAME pibal site, Baja California Sur, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3353	76405	  24.17	-110.35	La Paz Aeropuerto Internacional Manuel Marquez de Leon, Baja California Sur, Mexico	1978-09-20 00:00:00	1997-10-29 00:00:00
3354	76407	  23.08	-109.72	(made up station ID) San Jose del Cabo - Instituto Tecnologico de Estudios Superiores de Los Cabos (ITES) NAME pibal site, Baja California Sur, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3355	76413	  24.28	-107.16	(made up station ID) Estacion Obispo NAME NOAA 449-MHz wind profiler site, Sonora, Mexico	2004-07-30 00:00:00	2004-09-18 00:00:00
3356	76414	  24.28	-107.16	(made up station ID) Estacion Obispo NAME NOAA 915-MHz wind profiler with RASS site, Sonora, Mexico	2004-07-30 00:00:00	2004-09-18 00:00:00
3357	76423	  24.03	-104.65	(assigned station ID) Durango - Instituto Tecnologico de Durango NAME pibal site, Durango, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3358	76458	  23.18	-106.42	Mazatlan (Colonia Juan Carrasco), Sinaloa, Mexico (WBAN=22009)	1948-01-01 00:00:00	1976-01-21 00:00:00
3359	76485	  23.63	-100.63	(made up station ID) Matehuala - Colegio Nacional de Educacion Profesional Tecnica (CONALEP #1) NAME pibal site, San Luis Potosi, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3360	76526	  22.75	-102.51	Zacatecas, Zacatecas, Mexico	2000-09-01 00:00:00	2000-09-01 00:00:00
3361	76548	  22.28	 -97.85	Tampico PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Tamaulipas, Mexico	2000-02-01 00:00:00	2002-05-10 00:00:00
3362	76549	  22.30	 -97.85	Tampico - General Francisco Javier Mina AP (Operated by Pan American Airways), Tamaulipas, Mexico	1938-01-01 00:00:00	2006-09-01 00:00:00
3363	76551	  21.65	-106.54	Puerto Balleto - Mexican Navy Airfield NAME pibal site, Isla Maria Madre, Islas Marias, Nayarit, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3364	76595	  21.02	 -86.85	Cancun, Quintana Roo, Mexico	1995-04-28 00:00:00	1995-04-28 00:00:00
3365	76612	  20.67	-103.38	Guadalajara, Jalisco, Mexico	1997-10-29 00:00:00	1997-10-29 00:00:00
3366	76642	  20.99	 -89.67	Merida, Yucatan, Mexico	1994-07-01 00:00:00	1994-09-09 00:00:00
3367	76644	  20.95	 -89.67	Merida AP, Yucatan, Mexico	1972-02-15 00:00:00	1999-10-23 00:00:00
3368	76654	  19.05	-104.33	Manzanillo - Observatorio Meteorologico Unidad Habitacional Padre Hidalgo, Calle 9 s/n, Colima, Mexico	1976-07-22 00:00:00	1997-10-29 00:00:00
3369	76678	  19.326	 -99.176	(made up station ID) Mexico City - Centro de Ciencias de la Atmosfera, Universidad Nacional Autonoma de Mexico (UNAM), Mexico City	2006-08-01 00:00:00	2006-09-01 00:00:00
3370	76679	  19.43	 -99.07	Mexico City (Balbuena Airport), Distrito Federal, Mexico	1938-01-01 00:00:00	2007-07-25 00:00:00
3371	76680	  19.43	 -99.13	Mexico City (Central), Distrito Federal, Mexico	9999999	9999999
3372	76692	  19.164	 -96.223	Veracruz AP (Operated by Pan American Airways), Veracruz, Mexico	1938-01-01 00:00:00	1992-12-01 00:00:00
3373	76693	  19.056	 -95.981	(made up station ID) Anton Lizardo - Escuela Naval Militar PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Veracruz, Mexico	2002-04-01 00:00:00	2007-07-01 00:00:00
3374	76713	  18.65	 -91.85	Ciudad del Carmen PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Isla del Carmen, Campeche, Mexico	2002-05-01 00:00:00	2006-05-01 00:00:00
3375	76720	  18.34	-114.74	(made up station ID) Isla Clarion - Mexican Navy Base NAME pibal site, Colima, Mexico	2004-06-01 00:00:00	2004-09-01 00:00:00
3376	76723	  18.72	-110.95	Isla Socorro - Base Naval Mexicana / Socorro Island - Mexican Navy Base, Colima, Mexico	1992-04-02 00:00:00	1992-04-02 00:00:00
3377	76730	  18.52	 -92.65	San Roman, Tabasco, Mexico	1997-10-29 00:00:00	1997-10-29 00:00:00
3378	76743	  17.98	 -92.93	Villahermosa, Tabasco, Mexico	2005-06-29 00:00:00	2005-06-29 00:00:00
3379	76745	  18.52	 -92.65	(made up station ID) Frontera - Naval Facility PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Tabasco, Mexico	1998-01-01 00:00:00	1999-05-01 00:00:00
3380	76749	  18.65	 -91.85	Ciudad del Carmen, Isla del Carmen, Campeche, Mexico	1973-02-20 00:00:00	2002-05-12 00:00:00
3381	76805	  16.7628	 -99.7493	MMAA Acapulco - Aeropuerto Internacional Juan N. Alvarez, Guerrero, Mexico	1992-11-14 00:00:00	1997-11-04 00:00:00
3382	76829	  16.33	 -95.23	Tehuantepec AP, Oaxaca, Mexico	9999999	9999999
3383	76833	  16.17	 -95.19	Salina Cruz PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Oaxaca, Mexico	1999-02-01 00:00:00	2007-03-01 00:00:00
3384	76834	  16.17	 -95.19	Salina Cruz PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Oaxaca, Mexico	1997-04-01 00:00:00	1998-10-16 00:00:00
3385	76903	  14.92	 -92.27	Tapachula, Chiapas, Mexico	1943-04-01 00:00:00	2011-12-11 00:00:00
3386	76904	  14.88	 -92.30	Tapachula AP (Operated by Pan American Airways), Chiapas, Mexico	1938-01-01 00:00:00	1998-10-16 00:00:00
3387	76921	  14.70	 -92.40	Puerto Madero Naval Facility PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Chiapas, Mexico	1997-04-01 00:00:00	2005-05-01 00:00:00
3388	78016	  32.37	 -64.68	St. Georges AP (Operated by Pan American Airways), Bermuda	1938-05-01 00:00:00	2007-01-12 00:00:00
3389	78073	  25.0528	 -77.4616	Nassau AP, New Providence Island, Bahamas (WBAN=12717)	1977-12-14 00:00:00	2010-06-14 00:00:00
3390	78074	  25.00	 -77.50	(assigned station number) Nassau, New Providence Island, Bahamas	1903-06-27 00:00:00	1903-07-03 00:00:00
3391	78083	  24.70	 -77.77	MYAF Andros Town AP, Andros Island, Bahamas	2001-08-16 00:00:00	2001-09-24 00:00:00
3392	78116	  21.47	 -71.15	(made up station ID) Grand Turk Auxiliary Air Force Base ozonesondes (operated by US Air Force), Turks and Caicos, British West Indies	1963-12-04 00:00:00	1964-06-01 00:00:00
3393	78118	  21.47	 -71.15	Grand Turk Auxiliary Air Force Base (operated by US Air Force), Grand Turk Island, Turks and Caicos	1975-09-22 00:00:00	1975-09-22 00:00:00
3394	78212	  22.13	 -84.15	San Julian Pinar del Rio AP (Operated by Pan American Airways), Cuba	1938-01-01 00:00:00	1938-01-01 00:00:00
3395	78224	  23.02	 -82.40	La Habana / Havana AP (Operated by Pan American Airways), Ciudad de la Habana, Cuba	1938-01-01 00:00:00	1938-01-01 00:00:00
3396	78244	  22.15	 -80.40	Cienfuegos AP (Operated by Pan American Airways), Santa Clara, Cuba	1938-01-01 00:00:00	1938-01-01 00:00:00
3397	78265	  20.83	 -75.72	Antilla AP (Operated by Pan American Airways), Oriente, Cuba	1938-01-01 00:00:00	1938-01-01 00:00:00
3398	78312	  22.13	 -84.15	San Julian, Cuba	9999999	9999999
3399	78325	  23.15	 -82.35	La Habana / Havana (Casa Blanca), Ciudad de la Habana, Cuba	1926-01-22 00:00:00	1991-10-16 00:00:00
3400	78353	  21.53	 -77.25	Nuevitas, Camaguey, Cuba	9999999	9999999
3401	78355	  21.40	 -77.92	Camaguey, Camaguey, Cuba	1975-10-04 00:00:00	1982-02-23 00:00:00
3402	78367	  19.90	 -75.15	Guantanamo Naval Air Station (operated by US Navy), Oriente, Cuba	1982-02-25 00:00:00	1989-07-29 00:00:00
3403	78384	  19.2939	 -81.3630	MWCR Grand Cayman Island - Owen Roberts AP, Cayman Islands	1972-04-04 00:00:00	2012-04-24 00:00:00
3404	78397	  17.95	 -76.72	MKJP Kingston, Jamaica	1928-01-01 00:00:00	1999-09-15 00:00:00
3405	78439	  18.55	 -72.35	Port-au-Prince AP, Haiti	1940-01-01 00:00:00	1940-01-01 00:00:00
3406	78467	  18.45	 -69.30	(assigned station ID) San Pedro de Macoris (Operated by Pan American Airways), Dominican Republic	1938-01-01 00:00:00	1938-01-01 00:00:00
3407	78485	  18.47	 -69.92	Santo Domingo AP, Dominican Republic	2000-02-03 00:00:00	2006-09-05 00:00:00
3408	78486	 888.8888	 888.8888	Santo Domingo, Dominican Republic	1920-07-01 00:00:00	1995-10-01 00:00:00
3409	78501	  17.37	 -83.95	Islas del Cisne / Swan Island, Honduras	1939-07-19 00:00:00	1980-02-06 00:00:00
3410	78522	  18.34	 -66.75	(made up station ID) Arecibo Radar Observatory radio telescope with SOUSY 46.8 MHz wind profiler transmitter, Puerto Rico	1980-04-26 00:00:00	1981-01-18 00:00:00
3411	78523	  18.3442	 -66.7527	(made up station ID) Arecibo Radar Observatory radio telescope used as 430 MHz wind profiler, Puerto Rico	1977-04-06 00:00:00	1977-04-06 00:00:00
3412	78526	  18.466	 -66.102	San Juan - US Weather Bureau Office, Ponce de Leon Ave., Puerta de Tierra, San Juan, Puerto Rico	1920-07-26 00:00:00	1998-08-01 00:00:00
3413	78535	  18.25	 -65.63	Roosevelt Roads Naval Air Station (operated by US Navy), Puerto Rico	9999999	9999999
3414	78543	  18.33	 -64.92	MIST St. Thomas (Operated by US Marine Corps), Virgin Islands, USA	1937-01-04 00:00:00	1941-11-13 00:00:00
3415	78583	  17.534	 -88.313	MZBZ Belize - Philip Goldson AP, Belize	1980-07-06 00:00:00	2012-04-18 00:00:00
3416	78637	  15.72	 -88.60	Puerto Barrios, Guatemala	1976-01-23 00:00:00	1979-03-11 00:00:00
3417	78641	  14.58	 -90.53	MGGT Guatemala City - La Aurora AP, Guatemala	1978-04-21 00:00:00	1989-02-19 00:00:00
3418	78647	  13.92	 -90.82	San Jose, Guatemala	1979-01-28 00:00:00	1987-04-21 00:00:00
3419	78663	  13.70	 -89.12	San Salvador - Ilopango AP, El Salvador	1976-07-02 00:00:00	1976-07-02 00:00:00
3420	78718	  14.38	 -87.62	Nueva Ocotepeque, Honduras	2000-06-23 00:00:00	2000-06-23 00:00:00
3421	78720	  14.05	 -87.22	Tegucigalpa, Honduras	1976-06-03 00:00:00	1978-04-22 00:00:00
3422	78721	  14.37	 -87.62	Tegucigalpa - Soto Cano Air Base, Honduras	2008-10-08 00:00:00	2008-10-08 00:00:00
3423	78724	  13.30	 -87.20	Choluteca, Honduras	9999999	9999999
3424	78730	 999.9999	 999.9999	MNPC Puerto Cabezas AP, Nicaragua	1997-04-18 00:00:00	1997-04-18 00:00:00
3425	78741	  12.13	 -86.20	MNMG Managua - A. C. Sandino AP (Operated by Pan American Airways), Nicaragua	1938-01-01 00:00:00	2007-09-01 00:00:00
3426	78750	   5.54	 -87.05	(made up station ID) Cocos Island - Wafer Bay PACS-SONET pibal site (operated by IMN = National Meteorological Institute), Costa Rica	1997-04-28 00:00:00	2000-01-01 00:00:00
3427	78762	   9.98	 -84.22	San Jose - Juan Santamaria AP, Costa Rica	1993-11-01 00:00:00	2012-04-12 00:00:00
3428	78765	  10.00	 -84.11	(made up station ID) Heredia SHADOZ ozonesonde site, Costa Rica	2005-09-28 00:00:00	2006-12-20 00:00:00
3429	78766	   9.98	 -84.21	(made up station ID) Alajuela SHADOZ ozonesonde site, Costa Rica	2007-05-02 00:00:00	2007-05-02 00:00:00
3430	78774	  10.60	 -85.54	Liberia - Daniel Oduber Intl AP PACS-SONET pibal site (operated by IMN = National Meteorological Institute), Costa Rica	1997-04-01 00:00:00	1998-04-01 00:00:00
3431	78782	   7.7545	 -80.2525	(made up station ID) Las Tablas, Panama TICOSONDE site	2007-07-15 00:00:00	2007-08-15 00:00:00
3432	78783	   9.??	 -79.??	Colon (Coco Solo - Operated by US Navy), Canal Zone, Panama	1920-07-01 00:00:00	1941-11-29 00:00:00
3433	78793	   8.38	 -82.45	David AP (Operated by Pan American Airways), Canal Zone, Panama	1938-01-01 00:00:00	2001-12-01 00:00:00
3434	78795	   8.08	 -80.95	MPSA Santiago - Ruben Cantu AP EXPANA2001 pibal site, Panama	2001-07-29 00:00:00	2001-07-31 00:00:00
3435	78796	   7.53	 -80.03	(made up station ID) Pedasi EXPANA2001 pibal site, Panama	2001-07-29 00:00:00	2001-07-31 00:00:00
3436	78801	   9.30	 -79.98	MPFS Fort Sherman (operated by US Army), Canal Zone, Panama	9999999	9999999
3437	78804	   8.97	 -79.55	(made up station ID) Balboa - Albrook Air Force Base ozonesondes (operated by US Air Force), Panama	1963-01-16 00:00:00	1964-06-01 00:00:00
3438	78806	   9.02	 -79.57	Balboa - Albrook Field (operated by US Air Force), Canal Zone, Panama (WBAN=10701)	1942-01-01 00:00:00	1999-05-10 00:00:00
3439	78807	   8.9810	 -79.5750	Panama City (Corozal Oeste - Seccion Meteorologia e Hidrologia, Autoridad del Canal de Panama, Corozal Oeste), Panama	2004-06-11 00:00:00	2006-05-29 00:00:00
3440	78808	   8.98	 -79.56	Panama City (Albrook), Panama	2000-01-10 00:00:00	2002-12-06 00:00:00
3441	78809	   7.95	 -80.42	(made up station ID) MPCE Los Santos - Alonso Valderrama AP PACS-SONET pibal site (operated by ETESA = Electric Transmission Company), Panama	1997-05-01 00:00:00	1997-10-01 00:00:00
3442	78861	  17.13	 -61.86	St. Johns (operated by Pan American Airways), Antigua and Barbuda, Leeward Islands	1938-01-01 00:00:00	1993-04-28 00:00:00
3443	78866	  18.0428	 -63.1117	TNCM Sint Maarten - Juliana AP, Netherlands Antilles, Leeward Islands	1972-03-21 00:00:00	1972-03-21 00:00:00
3444	78894	  17.90	 -62.87	Gustavia, St. Barthelemy Is., Leeward Islands (France)	1980-02-05 00:00:00	1980-02-05 00:00:00
3445	78897	  16.27	 -61.52	TFFR Pointe-a-Pitre (Le Raizet AP), Guadeloupe, Leeward Islands	1972-05-16 00:00:00	1991-07-01 00:00:00
3446	78925	  14.60	 -61.00	Le Lamentin, Martinique, Windward Islands	1973-01-01 00:00:00	2001-11-08 00:00:00
3447	78926	  14.62	 -61.07	Fort-de-France (Operated by Pan American Airways), Martinique, Windward Islands	1938-01-01 00:00:00	1938-01-01 00:00:00
3448	78947	  14.02	 -61.00	Port Castries (Operated by Pan American Airways), St. Lucia, Windward Islands	1938-01-01 00:00:00	1938-01-01 00:00:00
3449	78953	  13.10	 -59.62	Bridgetown, Barbados, Windward Islands	1909-12-09 00:00:00	1909-12-09 00:00:00
3450	78954	  13.07	 -59.48	TBPB Bridgetown - Seawell AP, Barbados, Windward Islands	1972-05-10 00:00:00	1999-01-26 00:00:00
3451	78955	  13.15	 -59.62	Husbands - Caribbean Meteorological Institute, Barbados, Windward Islands	1969-06-11 00:00:00	2010-09-25 00:00:00
3452	78970	  10.54	 -61.51	Port of Spain (Operated by Pan American Airways), Trinidad, Trinidad and Tobago, Windward Islands	1937-01-01 00:00:00	2002-12-20 00:00:00
3453	78988	 888.8888	 888.8888	TNCC Willemstad - Hato AP, Curacao, Netherlands Antilles	1923-06-01 00:00:00	1995-08-01 00:00:00
3454	79001	  13.07	 -59.48	(made up station ID) Paragon House, Barbados	1969-05-02 00:00:00	1969-07-28 00:00:00
3455	79002	  13.15	 -59.55	(made up station ID) Cottage, Barbados	1969-06-11 00:00:00	1969-06-18 00:00:00
3456	79003	  13.08	 -59.50	(made up station ID) Searles, Barbados	1969-06-11 00:00:00	1969-06-18 00:00:00
3457	79004	  13.07	 -59.58	(made up station ID) Rendezvous Hill, Barbados	1969-06-11 00:00:00	1969-06-18 00:00:00
3458	79005	  13.15	 -59.52	(made up station ID) Coles Pasture (East Point), Barbados	1969-06-11 00:00:00	1969-06-18 00:00:00
3459	80001	  12.5882	 -81.7011	SKSP San Andres Island - Sesquicentenario AP, Colombia	9999999	9999999
3460	80006	  11.00	 -74.80	Barranquilla AP (Operated by Pan American Airways), Colombia	1938-01-01 00:00:00	1938-01-01 00:00:00
3461	80022	  10.45	 -75.52	Cartagena - Rafael Nunez AP PACS-SONET pibal site (operated by Colombian Navy CIOH = Oceanographic and Hydrographic Research Center), Colombia	1997-06-01 00:00:00	2005-01-01 00:00:00
3462	80028	  10.88	 -74.77	Barranquilla - Ernesto Cortissoz AP - Military Air Base 4 Atlantico PACS-SONET pibal site (operated by FAC = Colombian Air Force), Colombia	2005-09-01 00:00:00	2007-02-01 00:00:00
3463	80035	  11.53	 -72.93	SKRH Riohacha - Almirante Padilla AP, Colombia	1992-02-24 00:00:00	1992-02-24 00:00:00
3464	80062	   8.10	 -76.70	Turbo AP, Antioquia, Colombia	9999999	9999999
3465	80140	   5.52	 -68.68	(made up station ID) SKUA Marandua Luis Arturo Rodriguez Meneses Air Base PACS-SONET pibal site (operated by FAC = Colombian Air Force), Colombia	2005-09-01 00:00:00	2007-02-01 00:00:00
3466	80150	   5.48	 -74.66	(made up station ID) SKPQ Puerto Salgar - German Olano Air Base PACS-SONET pibal site (operated by FAC = Colombian Air Force), Colombia	2005-09-01 00:00:00	2007-02-01 00:00:00
3467	80222	   4.70	 -74.15	SKBO Bogota - Eldorado AP, Colombia	1976-01-20 00:00:00	1992-01-01 00:00:00
3468	80236	   4.08	 -73.56	(made up station ID) SKAP Apiay - Gomez Nino Apiay Air Base PACS-SONET pibal site (operated by FAC = Colombian Air Force), Colombia	2005-09-01 00:00:00	2007-02-01 00:00:00
3469	80241	   4.70	 -70.73	Las Gaviotas AP, Colombia	1976-01-24 00:00:00	2003-09-15 00:00:00
3470	80260	   3.45	 -76.50	(made up station ID) SKGB Cali - Marco Fidel Suarez Air Base PACS-SONET pibal site (operated by FAC = Colombian Air Force), Colombia	2005-09-01 00:00:00	2007-02-01 00:00:00
3471	80337	   1.63	 -78.77	Tumaco - El Mira Research Center, Colombia	9999999	9999999
3472	80371	   0.75	 -75.23	SKTQ Tres Esquinas - Caqueta Air Base PACS-SONET pibal site (operated by FAC = Colombian Air Force), Colombia	2005-09-01 00:00:00	2011-11-24 00:00:00
3473	80398	  -4.17	 -69.92	SKLT Leticia - Alfredo Vasquez Cobo AP, Colombia	1988-08-01 00:00:00	2008-11-21 00:00:00
3474	80400	  15.70	 -63.63	Isla de Aves - Base Cientifica Naval Simon Bolivar PACS-SONET pibal site (operated by Venezuelan Navy), Venezuela	2005-10-01 00:00:00	2006-07-01 00:00:00
3475	80402	  10.65	 -71.60	Maracaibo, Venezuela	9999999	9999999
3476	80403	  10.60	 -66.94	La Guaira AP (Operated by Pan American Airways), Venezuela	1938-01-01 00:00:00	1938-01-01 00:00:00
3477	80407	  10.65	 -71.60	SVMC Maracaibo - La Chinita AP, Venezuela	1973-06-01 00:00:00	1985-01-15 00:00:00
3478	80410	  10.07	 -69.32	Barquisimeto, Venezuela	1980-02-13 00:00:00	1980-02-13 00:00:00
3479	80413	  10.25	 -67.65	SVBS Maracay - Base Aerea Mariscal Sucre (operated by Venezuelan Air Force), Venezuela	1977-02-04 00:00:00	2006-08-01 00:00:00
