	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	elevation
8810	era5.conv._IBLO	MOBILE	0-20999-0-IBLO	 	8810	IBLO	 	 	 	 	 			 	196709	196709	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8811	era5.conv._IBLR	MOBILE	0-20999-0-IBLR	 	8811	IBLR	 	 	 	 	 			 	196709	196709	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8812	era5.conv._IBOD	MOBILE	0-20999-0-IBOD	 	8812	IBOD	 	 	 	 	 			 	196404	196404	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8813	era5.conv._IBXK	MOBILE	0-20999-0-IBXK	 	8813	IBXK	 	 	 	 	 			 	196703	196703	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8814	era5.conv._ICCA	MOBILE	0-20999-0-ICCA	 	8814	ICCA	 	 	 	 	 			 	196605	196708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8815	era5.conv._ICDK	MOBILE	0-20999-0-ICDK	 	8815	ICDK	 	 	 	 	 			 	196707	196707	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8816	era5.conv._ICLN	MOBILE	0-20999-0-ICLN	 	8816	ICLN	 	 	 	 	 			 	196407	196407	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8817	era5.conv._IDMO	MOBILE	0-20999-0-IDMO	 	8817	IDMO	 	 	 	 	 			 	196708	196708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8818	era5.conv._IDR	MOBILE	0-20999-0-IDR	 	8818	IDR	 	 	 	 	 			 	199407	199407	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8819	era5.conv._IHIL	MOBILE	0-20999-0-IHIL	 	8819	IHIL	 	 	 	 	 			 	196311	196311	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8820	era5.conv._IHPS	MOBILE	0-20999-0-IHPS	 	8820	IHPS	 	 	 	 	 			 	198812	198812	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8821	era5.conv._INC	MOBILE	0-20999-0-INC	 	8821	INC	 	 	 	 	 			 	196410	196410	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8822	era5.conv._IPS	MOBILE	0-20999-0-IPS	 	8822	IPS	 	 	 	 	 			 	196611	196611	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8823	era5.conv._IPUI	MOBILE	0-20999-0-IPUI	 	8823	IPUI	 	 	 	 	 			 	198601	198601	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8824	era5.conv._IQQ	MOBILE	0-20999-0-IQQ	 	8824	IQQ	 	 	 	 	 			 	200810	200811	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8825	era5.conv._ITGH	MOBILE	0-20999-0-ITGH	 	8825	ITGH	 	 	 	 	 			 	198104	198104	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8826	era5.conv._IUPE	MOBILE	0-20999-0-IUPE	 	8826	IUPE	 	 	 	 	 			 	197308	197308	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8827	era5.conv._IUUP	MOBILE	0-20999-0-IUUP	 	8827	IUUP	 	 	 	 	 			 	198605	198605	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8828	era5.conv._IUWE	MOBILE	0-20999-0-IUWE	 	8828	IUWE	 	 	 	 	 			 	198512	198512	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8829	era5.conv._IVLAM	MOBILE	0-20999-0-IVLAM	 	8829	IVLAM	 	 	 	 	 			 	201607	201607	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8830	era5.conv._IZGH	MOBILE	0-20999-0-IZGH	 	8830	IZGH	 	 	 	 	 			 	199104	199104	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8831	era5.conv._JACU	MOBILE	0-20999-0-JACU	 	8831	JACU	 	 	 	 	 			 	196404	196404	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8832	era5.conv._JADB	MOBILE	0-20999-0-JADB	 	8832	JADB	 	 	 	 	 			 	196404	196404	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8833	era5.conv._JAHI	MOBILE	0-20999-0-JAHI	 	8833	JAHI	 	 	 	 	 			 	196710	196710	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8834	era5.conv._JATN	MOBILE	0-20999-0-JATN	 	8834	JATN	 	 	 	 	 			 	196905	196905	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8835	era5.conv._JAZP	MOBILE	0-20999-0-JAZP	 	8835	JAZP	 	 	 	 	 			 	197307	198108	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8836	era5.conv._JB9A	MOBILE	0-20999-0-JB9A	 	8836	JB9A	 	 	 	 	 			 	198811	199002	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8837	era5.conv._JBAO	MOBILE	0-20999-0-JBAO	 	8837	JBAO	 	 	 	 	 			 	197306	197306	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8838	era5.conv._JBAQ	MOBILE	0-20999-0-JBAQ	 	8838	JBAQ	 	 	 	 	 			 	197910	197910	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8839	era5.conv._JBBA	MOBILE	0-20999-0-JBBA	 	8839	JBBA	 	 	 	 	 			 	198508	198508	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8840	era5.conv._JBFB	MOBILE	0-20999-0-JBFB	 	8840	JBFB	 	 	 	 	 			 	196401	196401	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8841	era5.conv._JBGR	MOBILE	0-20999-0-JBGR	 	8841	JBGR	 	 	 	 	 			 	196403	196403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8842	era5.conv._JBOA	MOBILE	0-20999-0-JBOA	 	8842	JBOA	 	 	 	 	 			 	197102	200006	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8843	era5.conv._JBOA0	MOBILE	0-20999-0-JBOA0	 	8843	JBOA0	 	 	 	 	 			 	197907	198102	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8844	era5.conv._JBT	MOBILE	0-20999-0-JBT	 	8844	JBT	 	 	 	 	 			 	200902	200902	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8845	era5.conv._JBWB	MOBILE	0-20999-0-JBWB	 	8845	JBWB	 	 	 	 	 			 	196711	196711	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8846	era5.conv._JCCX	MOBILE	0-20999-0-JCCX	 	8846	JCCX	 	 	 	 	 			 	198704	200910	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8847	era5.conv._JCIN	MOBILE	0-20999-0-JCIN	 	8847	JCIN	 	 	 	 	 			 	196507	196507	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8848	era5.conv._JCYH	MOBILE	0-20999-0-JCYH	 	8848	JCYH	 	 	 	 	 			 	196608	196609	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8849	era5.conv._JDSS	MOBILE	0-20999-0-JDSS	 	8849	JDSS	 	 	 	 	 			 	199211	201308	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8850	era5.conv._JDWX	MOBILE	0-20999-0-JDWX	 	8850	JDWX	 	 	 	 	 			 	198808	201002	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8851	era5.conv._JD§8	MOBILE	0-20999-0-JD§8	 	8851	JD§8	 	 	 	 	 			 	199305	199305	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8852	era5.conv._JEAN	MOBILE	0-20999-0-JEAN	 	8852	JEAN	 	 	 	 	 			 	200402	200402	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8853	era5.conv._JELC	MOBILE	0-20999-0-JELC	 	8853	JELC	 	 	 	 	 			 	196708	196708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8854	era5.conv._JELO	MOBILE	0-20999-0-JELO	 	8854	JELO	 	 	 	 	 			 	196612	196708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8855	era5.conv._JEXY	MOBILE	0-20999-0-JEXY	 	8855	JEXY	 	 	 	 	 			 	196906	196906	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8856	era5.conv._JFCP	MOBILE	0-20999-0-JFCP	 	8856	JFCP	 	 	 	 	 			 	196811	196811	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8857	era5.conv._JFCU	MOBILE	0-20999-0-JFCU	 	8857	JFCU	 	 	 	 	 			 	196708	196708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8858	era5.conv._JFDG	MOBILE	0-20999-0-JFDG	 	8858	JFDG	 	 	 	 	 			 	199708	200010	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8859	era5.conv._JFMK	MOBILE	0-20999-0-JFMK	 	8859	JFMK	 	 	 	 	 			 	196906	196906	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8860	era5.conv._JFOL	MOBILE	0-20999-0-JFOL	 	8860	JFOL	 	 	 	 	 			 	196611	196611	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8861	era5.conv._JFSP	MOBILE	0-20999-0-JFSP	 	8861	JFSP	 	 	 	 	 			 	196401	196401	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8862	era5.conv._JGHW	MOBILE	0-20999-0-JGHW	 	8862	JGHW	 	 	 	 	 			 	196703	196703	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8863	era5.conv._JGHY	MOBILE	0-20999-0-JGHY	 	8863	JGHY	 	 	 	 	 			 	196709	196709	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8864	era5.conv._JGHZ	MOBILE	0-20999-0-JGHZ	 	8864	JGHZ	 	 	 	 	 			 	196704	196704	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8865	era5.conv._JGJL	MOBILE	0-20999-0-JGJL	 	8865	JGJL	 	 	 	 	 			 	196802	196802	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8866	era5.conv._JGMU	MOBILE	0-20999-0-JGMU	 	8866	JGMU	 	 	 	 	 			 	196711	196711	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8867	era5.conv._JGNU	MOBILE	0-20999-0-JGNU	 	8867	JGNU	 	 	 	 	 			 	196709	196711	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8868	era5.conv._JGPM	MOBILE	0-20999-0-JGPM	 	8868	JGPM	 	 	 	 	 			 	196610	196703	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8869	era5.conv._JGPY	MOBILE	0-20999-0-JGPY	 	8869	JGPY	 	 	 	 	 			 	196901	196901	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8870	era5.conv._JGQH	MOBILE	0-20999-0-JGQH	 	8870	JGQH	 	 	 	 	 			 	199507	202210	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8871	era5.conv._JGSL	MOBILE	0-20999-0-JGSL	 	8871	JGSL	 	 	 	 	 			 	196601	196601	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8872	era5.conv._JGSY	MOBILE	0-20999-0-JGSY	 	8872	JGSY	 	 	 	 	 			 	196403	196403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8873	era5.conv._JGZK	MOBILE	0-20999-0-JGZK	 	8873	JGZK	 	 	 	 	 			 	196610	197503	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8874	era5.conv._JHAW	MOBILE	0-20999-0-JHAW	 	8874	JHAW	 	 	 	 	 			 	196707	196707	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8875	era5.conv._JHBD	MOBILE	0-20999-0-JHBD	 	8875	JHBD	 	 	 	 	 			 	196811	196811	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8876	era5.conv._JHIL	MOBILE	0-20999-0-JHIL	 	8876	JHIL	 	 	 	 	 			 	196310	196603	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8877	era5.conv._JHLW	MOBILE	0-20999-0-JHLW	 	8877	JHLW	 	 	 	 	 			 	196401	196401	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8878	era5.conv._JHNA	MOBILE	0-20999-0-JHNA	 	8878	JHNA	 	 	 	 	 			 	196403	196403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8879	era5.conv._JHQE	MOBILE	0-20999-0-JHQE	 	8879	JHQE	 	 	 	 	 			 	196706	196706	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8880	era5.conv._JHQQ	MOBILE	0-20999-0-JHQQ	 	8880	JHQQ	 	 	 	 	 			 	196701	196904	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8881	era5.conv._JHVY	MOBILE	0-20999-0-JHVY	 	8881	JHVY	 	 	 	 	 			 	196708	196710	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8882	era5.conv._JHYE	MOBILE	0-20999-0-JHYE	 	8882	JHYE	 	 	 	 	 			 	196403	196403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8883	era5.conv._JHYV	MOBILE	0-20999-0-JHYV	 	8883	JHYV	 	 	 	 	 			 	196708	196710	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8884	era5.conv._JHZA	MOBILE	0-20999-0-JHZA	 	8884	JHZA	 	 	 	 	 			 	196403	196403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8885	era5.conv._JIAK	MOBILE	0-20999-0-JIAK	 	8885	JIAK	 	 	 	 	 			 	198205	198205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8886	era5.conv._JINJ	MOBILE	0-20999-0-JINJ	 	8886	JINJ	 	 	 	 	 			 	196902	196902	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8887	era5.conv._JIVB	MOBILE	0-20999-0-JIVB	 	8887	JIVB	 	 	 	 	 			 	199302	200908	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8888	era5.conv._JIZN	MOBILE	0-20999-0-JIZN	 	8888	JIZN	 	 	 	 	 			 	196505	196505	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8889	era5.conv._JJFV	MOBILE	0-20999-0-JJFV	 	8889	JJFV	 	 	 	 	 			 	196405	196405	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8890	era5.conv._JJUC	MOBILE	0-20999-0-JJUC	 	8890	JJUC	 	 	 	 	 			 	196710	196710	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8891	era5.conv._JJXJ	MOBILE	0-20999-0-JJXJ	 	8891	JJXJ	 	 	 	 	 			 	196512	196512	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8892	era5.conv._JJXX	MOBILE	0-20999-0-JJXX	 	8892	JJXX	 	 	 	 	 			 	198110	198110	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8893	era5.conv._JKCM	MOBILE	0-20999-0-JKCM	 	8893	JKCM	 	 	 	 	 			 	196802	196802	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8894	era5.conv._JKEB	MOBILE	0-20999-0-JKEB	 	8894	JKEB	 	 	 	 	 			 	196709	196709	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8895	era5.conv._JKEN	MOBILE	0-20999-0-JKEN	 	8895	JKEN	 	 	 	 	 			 	196809	196809	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8896	era5.conv._JKMG	MOBILE	0-20999-0-JKMG	 	8896	JKMG	 	 	 	 	 			 	196703	196703	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8897	era5.conv._JKTW	MOBILE	0-20999-0-JKTW	 	8897	JKTW	 	 	 	 	 			 	196802	196802	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8898	era5.conv._JLAC	MOBILE	0-20999-0-JLAC	 	8898	JLAC	 	 	 	 	 			 	196707	196707	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8899	era5.conv._JLOJ	MOBILE	0-20999-0-JLOJ	 	8899	JLOJ	 	 	 	 	 			 	199909	199909	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8900	era5.conv._JMCX	MOBILE	0-20999-0-JMCX	 	8900	JMCX	 	 	 	 	 			 	196812	196812	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8901	era5.conv._JMSR	MOBILE	0-20999-0-JMSR	 	8901	JMSR	 	 	 	 	 			 	199803	199803	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8902	era5.conv._JNCE	MOBILE	0-20999-0-JNCE	 	8902	JNCE	 	 	 	 	 			 	196802	196802	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8903	era5.conv._JNIM	MOBILE	0-20999-0-JNIM	 	8903	JNIM	 	 	 	 	 			 	196707	196707	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8904	era5.conv._JNJY	MOBILE	0-20999-0-JNJY	 	8904	JNJY	 	 	 	 	 			 	196710	196710	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8905	era5.conv._JNKN7JF	MOBILE	0-20999-0-JNKN7JF	 	8905	JNKN7JF	 	 	 	 	 			 	201709	202212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8906	era5.conv._JNRT	MOBILE	0-20999-0-JNRT	 	8906	JNRT	 	 	 	 	 			 	196610	196610	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8907	era5.conv._JNSR	MOBILE	0-20999-0-JNSR	 	8907	JNSR	 	 	 	 	 			 	199803	202107	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8908	era5.conv._JNSX	MOBILE	0-20999-0-JNSX	 	8908	JNSX	 	 	 	 	 			 	196309	196309	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8909	era5.conv._JNUV	MOBILE	0-20999-0-JNUV	 	8909	JNUV	 	 	 	 	 			 	196904	196904	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8910	era5.conv._JNWC	MOBILE	0-20999-0-JNWC	 	8910	JNWC	 	 	 	 	 			 	196709	196709	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8911	era5.conv._JPBN	MOBILE	0-20999-0-JPBN	 	8911	JPBN	 	 	 	 	 			 	200107	202212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8912	era5.conv._JPLH	MOBILE	0-20999-0-JPLH	 	8912	JPLH	 	 	 	 	 			 	196805	196805	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8913	era5.conv._JPNAK	MOBILE	0-20999-0-JPNAK	 	8913	JPNAK	 	 	 	 	 			 	202206	202207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8914	era5.conv._JQCT	MOBILE	0-20999-0-JQCT	 	8914	JQCT	 	 	 	 	 			 	196704	196704	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8915	era5.conv._JQHN	MOBILE	0-20999-0-JQHN	 	8915	JQHN	 	 	 	 	 			 	196401	196401	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8916	era5.conv._JQUB	MOBILE	0-20999-0-JQUB	 	8916	JQUB	 	 	 	 	 			 	199902	200002	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8917	era5.conv._JQYH	MOBILE	0-20999-0-JQYH	 	8917	JQYH	 	 	 	 	 			 	196609	196609	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8918	era5.conv._JQZM	MOBILE	0-20999-0-JQZM	 	8918	JQZM	 	 	 	 	 			 	196402	196402	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8919	era5.conv._JRHD	MOBILE	0-20999-0-JRHD	 	8919	JRHD	 	 	 	 	 			 	196704	196704	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8920	era5.conv._JRJN	MOBILE	0-20999-0-JRJN	 	8920	JRJN	 	 	 	 	 			 	196709	196709	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8921	era5.conv._JRPG	MOBILE	0-20999-0-JRPG	 	8921	JRPG	 	 	 	 	 			 	199708	199708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8922	era5.conv._JRUS	MOBILE	0-20999-0-JRUS	 	8922	JRUS	 	 	 	 	 			 	196705	196705	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8923	era5.conv._JRWA	MOBILE	0-20999-0-JRWA	 	8923	JRWA	 	 	 	 	 			 	196403	196405	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8924	era5.conv._JRXD	MOBILE	0-20999-0-JRXD	 	8924	JRXD	 	 	 	 	 			 	196401	196401	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8925	era5.conv._JRYA	MOBILE	0-20999-0-JRYA	 	8925	JRYA	 	 	 	 	 			 	196502	196502	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8926	era5.conv._JRYD	MOBILE	0-20999-0-JRYD	 	8926	JRYD	 	 	 	 	 			 	196704	196704	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8927	era5.conv._JRYI	MOBILE	0-20999-0-JRYI	 	8927	JRYI	 	 	 	 	 			 	196510	196510	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8928	era5.conv._JRYT	MOBILE	0-20999-0-JRYT	 	8928	JRYT	 	 	 	 	 			 	196711	196711	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8929	era5.conv._JSNJ	MOBILE	0-20999-0-JSNJ	 	8929	JSNJ	 	 	 	 	 			 	201702	202002	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8930	era5.conv._JSTY	MOBILE	0-20999-0-JSTY	 	8930	JSTY	 	 	 	 	 			 	196511	198303	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8931	era5.conv._JSTY0	MOBILE	0-20999-0-JSTY0	 	8931	JSTY0	 	 	 	 	 			 	197912	198012	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8932	era5.conv._JTOA	MOBILE	0-20999-0-JTOA	 	8932	JTOA	 	 	 	 	 			 	197107	197107	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8933	era5.conv._JVMJ0	MOBILE	0-20999-0-JVMJ0	 	8933	JVMJ0	 	 	 	 	 			 	198102	198102	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8934	era5.conv._JWUJ	MOBILE	0-20999-0-JWUJ	 	8934	JWUJ	 	 	 	 	 			 	196707	196707	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8935	era5.conv._JXBT	MOBILE	0-20999-0-JXBT	 	8935	JXBT	 	 	 	 	 			 	196311	196510	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8936	era5.conv._JXFR	MOBILE	0-20999-0-JXFR	 	8936	JXFR	 	 	 	 	 			 	196504	196504	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8937	era5.conv._JXJS	MOBILE	0-20999-0-JXJS	 	8937	JXJS	 	 	 	 	 			 	198307	198812	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8938	era5.conv._JXKP	MOBILE	0-20999-0-JXKP	 	8938	JXKP	 	 	 	 	 			 	196705	196705	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
8939	era5.conv._JXPY	MOBILE	0-20999-0-JXPY	 	8939	JXPY	 	 	 	 	 			 	196404	196404	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
